lane,shipment_count,total_emissions,average_emissions,average_utilization,average_transit_time_hrs,average_speed_kmph,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Ludhiana - Hubli,3,4723.4,1574.46666666667,79.1819914517892,43.9,62,0.264666666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ludhiana - Hyderabad,2,2754,1377,68.1211638168095,43,56,0.1354,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Indore,1,746.9,746.9,73.618168818344,26.5,55,0.1487,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Jabalpur,4,3136.7,784.175,76.5579626025684,26.125,57.75,0.108575,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Jaipur,2,827.6,413.8,83.0199858591691,14.55,54,0.1244,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Jalandhar,1,49.6,49.6,98.2211087843633,4.2,47,0.111,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Kanpur,3,1663.3,554.433333333333,49.5035329625031,18.5666666666667,58.6666666666667,0.111266666666667,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Ludhiana - Kochi,3,5675.5,1891.83333333333,53.8263118624256,58.1,62,0.1977,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Ludhiana - Kolkata,2,2931.1,1465.55,62.2286563754851,46.95,51,0.06335,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Ludhiana - Kota,1,475.4,475.4,42.5985936439853,19.3,55,0.1756,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Ludhiana - Madurai,2,3855,1927.5,72.8935686595847,58.4,62,0.1674,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Ludhiana - Mangalore,2,3273.1,1636.55,43.4996124201702,51.7,60,0.08465,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Ludhiana - Mumbai,1,1040.4,1040.4,53.0265312348722,37.9,57,0.1473,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Ludhiana - Nagpur,3,3095.9,1031.96666666667,70.3441266465944,33.3,55,0.0850333333333333,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Noida,2,535.2,267.6,86.024040930245,10.9,53,0.0891,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Panipat,1,172.9,172.9,77.6822441268314,8,47,0.0785,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Patna,2,1844,922,64.2735351124478,32,55,0.08775,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Prayagraj,1,706.9,706.9,42.8550241964431,22.7,60,0.2331,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ludhiana - Pune,1,1195,1195,71.6030935105243,40.1,55,0.0881,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Rajkot,1,991.7,991.7,84.2165802306298,30.6,57,0.0726,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Ranchi,2,2129.5,1064.75,72.4842961693303,33.25,61,0.4176,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ludhiana - Rohtak,5,1154.1,230.82,77.1350863984232,8.4,52.2,0.16388,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Salem,1,1749.2,1749.2,77.6822441268314,55.3,60,0.0732,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Ludhiana - Siliguri,1,1219,1219,90.4838347861116,34,62,0.324,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ludhiana - Sonipat,2,408.7,204.35,62.4573157944831,8.45,52.5,0.1307,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Surat,1,862.7,862.7,44.9714151755645,32.2,57,0.5985,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ludhiana - Thiruvananthapuram,1,1841.2,1841.2,64.3621921689037,61.8,62,0.1408,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Ludhiana - Tirupati,1,2261.4,2261.4,40.8368307361133,61.8,47,0.0428,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Ludhiana - Udaipur,2,1318.4,659.2,66.3108190809177,21,56.5,0.1685,Normal,Monitor lane performance and maintain current operating plan
Ludhiana - Vadodara,2,1500.9,750.45,67.8748768343175,26.6,62,0.32925,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Agra,2,3515.7,1757.85,70.4705431275267,49.05,61,0.1678,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Ahmedabad,4,5257.8,1314.45,59.2350074594161,43.825,56.5,0.14325,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Madurai - Amritsar,2,4240.8,2120.4,75.3535363982749,64.5,57.5,0.06105,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Aurangabad,2,2058.5,1029.25,61.6198178804,30.6,61,0.29025,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Bangalore,2,663.2,331.6,63.6465558611775,12.3,51.5,0.07815,Normal,Monitor lane performance and maintain current operating plan
Madurai - Bhopal,2,2321.4,1160.7,70.6242773184682,38.7,61,0.29685,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Bilaspur,2,3098.3,1549.15,81.4264196833904,41.15,54.5,0.1757,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Coimbatore,3,467.4,155.8,65.9946476999747,7.53333333333333,46,0.0773666666666667,Normal,Monitor lane performance and maintain current operating plan
Madurai - Delhi,3,5831.4,1943.8,70.897016991233,60.8333333333333,52.3333333333333,0.0672666666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Durgapur,1,1529.4,1529.4,49.3999010897397,45.6,62,0.2346,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Madurai - Faridabad,4,8448.7,2112.175,56.2800779859552,62.45,50.25,0.0704,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Madurai - Ghaziabad,1,1623.8,1623.8,57.0168900120088,56.5,57,0.1079,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Madurai - Guntur,1,553.3,553.3,55.4633610490761,20.5,60,0.1291,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Madurai - Guwahati,1,1709.8,1709.8,66.1531583717073,57.4,62,0.2706,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Gwalior,2,3378.3,1689.15,93.7091604989652,47.5,59.5,0.1318,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Hubli,4,2220.2,555.05,65.2315087121209,19.55,57.5,0.093525,Normal,Monitor lane performance and maintain current operating plan
Madurai - Indore,1,1182.7,1182.7,51.3461757565614,41.4,55,0.0978,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Madurai - Jabalpur,2,2448.5,1224.25,61.7169325942024,40.1,58.5,0.05895,Normal,Monitor lane performance and maintain current operating plan
Madurai - Kanpur,1,1679.4,1679.4,77.2718004900728,46.8,62,0.1377,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Kota,3,5337,1779,81.8248842373188,49.8333333333333,53,0.0488,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Lucknow,1,1768.2,1768.2,100,53.5,55,0.1011,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Ludhiana,1,1899.9,1899.9,76.3628828766778,60,60,0.0679,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Mangalore,2,820.7,410.35,52.2046614732806,15.5,55,0.556,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Mumbai,1,963.7,963.7,84.2306117900164,33.2,57,0.3946,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Nagpur,1,1057.5,1057.5,93.0128085126373,35.4,57,0.1993,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Nashik,2,2339.1,1169.55,79.9297940561694,34,57,0.07165,Normal,Monitor lane performance and maintain current operating plan
Madurai - Noida,2,3643.8,1821.9,96.90557023354,56.95,56,0.11985,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Panipat,4,7901.8,1975.45,77.1660044930869,57.35,58.25,0.08745,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Patna,2,3175.8,1587.9,75.8254276093037,52.35,56,0.1532,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Prayagraj,2,2638.9,1319.45,61.7889232450115,44.9,62,0.1663,Normal,Monitor lane performance and maintain current operating plan
Madurai - Pune,5,4963.9,992.78,69.0567246029237,31.68,54.4,0.09804,Normal,Monitor lane performance and maintain current operating plan
Madurai - Raipur,2,2560.8,1280.4,82.8286189362484,37.85,54.5,0.04755,Normal,Monitor lane performance and maintain current operating plan
Madurai - Rajkot,2,2426.2,1213.1,63.328876221854,41,61,0.0901,Normal,Monitor lane performance and maintain current operating plan
Madurai - Ranchi,2,2526.4,1263.2,58.5101081753713,43.25,61,0.14165,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Madurai - Rohtak,1,1885.4,1885.4,77.2575466180955,56.8,57,0.0518,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Siliguri,1,1724,1724,99.3336387609291,54,62,0.1325,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Sonipat,4,6867.2,1716.8,68.815512563259,54.85,59.75,0.125775,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Thiruvananthapuram,2,363.3,181.65,78.99411890007,7.6,52.5,0.1036,Normal,Monitor lane performance and maintain current operating plan
Madurai - Tirupati,2,716.3,358.15,77.767159475405,14.2,55,0.11085,Normal,Monitor lane performance and maintain current operating plan
Madurai - Trichy,2,188.2,94.1,77.9918460576754,5.7,49,0.2962,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Madurai - Udaipur,4,5752,1438,59.9774020710147,44.9,59,0.08895,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Vadodara,1,1353.8,1353.8,60.540060612195,38.9,60,0.1209,Normal,Monitor lane performance and maintain current operating plan
Madurai - Varanasi,3,4516.9,1505.63333333333,62.9449826029611,47.8666666666667,58,0.0606,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Madurai - Vijayawada,2,1172.6,586.3,53.4076659536633,21.5,59,0.1035,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Madurai - Visakhapatnam,3,2870.2,956.733333333334,82.38851327558,29.6,56,0.0558333333333333,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Agra,2,3271.4,1635.7,79.4225708851699,46.6,54.5,0.33645,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Ahmedabad,1,1334.6,1334.6,100,35.3,52,0.0841,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Amritsar,1,1852.8,1852.8,69.0432969302092,52.2,62,0.1908,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Aurangabad,2,1599.9,799.95,86.3239306432068,23.8,52.5,0.12915,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Bangalore,1,300.5,300.5,96.0625993988861,10.6,55,0.1398,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Belgaum,1,312.3,312.3,67.2168597834168,11.4,55,0.244,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Bhopal,1,1123.1,1123.1,75.3771206350038,31.9,60,0.0853,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Bilaspur,1,1002.1,1002.1,83.6620782742848,33.4,62,0.1049,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Chandigarh,1,1507,1507,74.573898760964,50.1,62,0.1288,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Coimbatore,2,530.6,265.3,61.452116605241,11.25,52.5,0.13805,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Delhi,1,1627,1627,60.3210441942206,52.3,52,0.0618,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Durgapur,2,2926.6,1463.3,77.9165587810415,46.35,59.5,0.096,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Faridabad,1,1841.3,1841.3,92.30105598324,49.2,55,0.1152,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Ghaziabad,1,1576,1576,80.3317594559762,50,55,0.0806,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Guntur,2,1309.7,654.85,82.3523087728558,21.1,54,0.05005,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Gurgaon,1,1352.9,1352.9,55.6422215529797,47.9,57,0.1451,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mangalore - Gwalior,1,1499.5,1499.5,92.1710531069911,40.1,60,0.0876,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Hyderabad,1,869.4,869.4,86.2286201435529,24.6,40,0.0494,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Jabalpur,2,2170.2,1085.1,74.9594955343169,33.4,61,0.1351,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Jaipur,3,5109.6,1703.2,62.2406289767005,49.1333333333333,49.3333333333333,0.229333333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Jalandhar,2,3586.9,1793.45,85.2975527390984,52.15,61,0.1896,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Kanpur,2,2848,1424,90.4552306797687,41.65,61,0.1097,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Kochi,1,291.3,291.3,67.1316555403869,12.3,55,0.4209,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Kolkata,1,1671.5,1671.5,60.6238674395558,49,57,0.1312,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Kota,1,1132.8,1132.8,84.6727265048046,36.5,60,0.0875,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Lucknow,3,4582.5,1527.5,76.6566677984313,48.4333333333333,53.6666666666667,0.0932333333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Ludhiana,1,1652.1,1652.1,37.1368631687131,50.4,62,0.2546,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Mangalore - Madurai,1,517.1,517.1,94.8211676653792,15.9,53,0.1282,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Mumbai,3,1955,651.666666666667,64.3964532116432,22.3,52.6666666666667,0.307066666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Nagpur,1,1027,1027,78.5777328306794,32.7,50,0.0546,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Nashik,1,691.4,691.4,37.1629531859943,22.1,58,0.084,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mangalore - Panipat,1,1698.9,1698.9,69.5683252706522,51.4,55,0.0419,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Patna,2,3184,1592,80.1316547475533,50.5,54.5,0.10645,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Prayagraj,1,1935.5,1935.5,66.8108472899023,50.4,47,0.0435,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Pune,1,622.6,622.6,90.7272523008181,20.7,50,0.0656,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Raipur,1,1066.6,1066.6,78.2442632439358,30.9,62,0.1997,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Rajkot,1,1043.2,1043.2,63.0931945368732,30.6,60,0.0997,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Ranchi,1,1461.6,1461.6,80.5456611089643,40.9,62,0.3654,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Rohtak,2,3130.1,1565.05,82.5131147949944,45.9,61,0.2697,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Salem,2,725.8,362.9,58.5625683806498,13.45,51.5,0.1319,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mangalore - Siliguri,3,6108.5,2036.16666666667,70.6897827342176,58.3,54.6666666666667,0.0604666666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Sonipat,1,1457.1,1457.1,75.4396562624803,46.9,60,0.0745,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mangalore - Surat,1,880.3,880.3,38.3576999452879,28.2,53,0.1137,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mangalore - Thiruvananthapuram,2,1054.9,527.45,61.4129543499057,17.85,51,0.2435,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Tirupati,2,1002,501,87.5074588084813,17.25,49,0.0597,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Trichy,3,1183.8,394.6,45.6194162897354,15.4666666666667,54.3333333333333,0.206933333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mangalore - Udaipur,1,1533.2,1533.2,47.6688260799397,42.3,47,0.0394,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Mangalore - Vadodara,2,1927.7,963.85,70.2484184597445,29.5,58.5,0.0872,Normal,Monitor lane performance and maintain current operating plan
Mangalore - Vijayawada,2,1202.3,601.15,53.0997671073664,21.15,56.5,0.0614,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mumbai - Ahmedabad,2,821.1,410.55,93.8617786061137,17,46,0.1597,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Amritsar,3,4187.9,1395.96666666667,72.9962574789864,41.2666666666667,54,0.1953,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mumbai - Aurangabad,4,1051.3,262.825,68.642627627952,10.375,52,0.163875,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Bhopal,1,531.7,531.7,70.7543636346375,20.1,55,0.1897,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Bilaspur,3,3085,1028.33333333333,54.7879276711405,33.2333333333333,49.6666666666667,0.0609333333333333,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mumbai - Chandigarh,2,2319,1159.5,46.7829525915354,40,53.5,0.07105,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mumbai - Chennai,1,919.2,919.2,46.9621686435516,32.1,52,0.0707,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mumbai - Coimbatore,2,1684.6,842.3,92.8604886281415,29,57,0.12025,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Delhi,1,1080.6,1080.6,68.7639730776184,35.4,52,0.0601,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Durgapur,3,3955.3,1318.43333333333,51.0435977039981,44,56.3333333333333,0.194966666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mumbai - Faridabad,1,927.3,927.3,79.5080361815838,32.4,57,0.1708,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Ghaziabad,2,2222.8,1111.4,73.8161323306739,34.45,54.5,0.12585,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Guntur,2,1640.1,820.05,97.071650003749,26.6,51.5,0.38685,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mumbai - Guwahati,1,2217,2217,94.6298070743932,58.2,55,0.094,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mumbai - Gwalior,1,894.3,894.3,65.2741425059623,30.2,52,0.0612,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Hubli,3,1470.2,490.066666666667,84.2985901888639,16.3666666666667,50,0.0764333333333333,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Hyderabad,2,1147.4,573.7,50.2160186948439,22.55,46,0.21545,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mumbai - Indore,2,1268.8,634.4,70.2894374214719,22.3,38.5,0.08415,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Jabalpur,1,782,782,52.5123291474376,27.4,50,0.0532,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mumbai - Jalandhar,1,1127.8,1127.8,68.6434693417986,38.9,57,0.1212,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Kanpur,2,2528.2,1264.1,70.6614120671291,35.75,50.5,0.35365,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mumbai - Kochi,2,2083.6,1041.8,65.7640558576909,32.7,53.5,0.07585,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Kota,1,729,729,63.7288642545402,24.8,48,0.0514,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Madurai,1,1078.2,1078.2,64.1118752067834,35.7,52,0.0687,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Mangalore,1,711.8,711.8,64.312159711157,22.1,53,0.0891,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Nagpur,3,1926.5,642.166666666667,62.1449486644811,21.2333333333333,53.3333333333333,0.1151,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Nashik,1,132,132,77.9838667602584,8,39,0.1181,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Panipat,5,5314,1062.8,61.8270656427479,35,56.2,0.15184,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Patna,1,1442.1,1442.1,71.9556779870722,45,50,0.0462,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mumbai - Prayagraj,1,966.6,966.6,79.2084750859241,33.2,57,0.1249,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Pune,2,200.7,100.35,46.0392827732734,7.25,40,0.09165,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Mumbai - Rajkot,2,790.2,395.1,87.0607276836478,13.9,54,0.22425,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Mumbai - Siliguri,1,1472.6,1472.6,71.7635519646109,49.3,57,0.1305,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Mumbai - Surat,3,746,248.666666666667,66.0607941428594,10.7666666666667,41.3333333333333,0.104833333333333,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Thiruvananthapuram,2,2201.5,1100.75,78.5337159956647,36.4,55,0.09235,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Tirupati,5,4041.9,808.38,76.3883126537086,27.32,54,0.17898,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Trichy,3,3056.1,1018.7,76.41378732658,32.7,55.3333333333333,0.168166666666667,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Udaipur,2,1378.3,689.15,87.9864435622229,21.4,47.5,0.06165,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Vadodara,3,1031.4,343.8,82.2264336942468,12.3,54.3333333333333,0.1503,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Varanasi,4,4204.5,1051.125,63.1724608758632,36.3,55.25,0.169,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Vijayawada,2,1507.3,753.65,59.5526626850623,26.5,52.5,0.105,Normal,Monitor lane performance and maintain current operating plan
Mumbai - Visakhapatnam,1,1116,1116,58.2316585300088,35.6,49,0.0437,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Agra,1,668.2,668.2,82.8770536233011,20.5,55,0.1684,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Ahmedabad,1,771.9,771.9,74.5032732359544,22.7,50,0.0862,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Amritsar,1,1088.5,1088.5,74.8327818261456,36.1,55,0.0774,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Aurangabad,2,677.3,338.65,57.3701233396887,13.8,54,0.12885,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Bangalore,2,1735.2,867.6,63.0469520834456,26.9,55,0.32275,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nagpur - Belgaum,1,709.7,709.7,58.6176286223819,22.7,55,0.4078,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nagpur - Bhopal,1,242.5,242.5,58.3579650702026,10.7,53,0.0675,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Chandigarh,1,1010.9,1010.9,99.4226457761648,32.2,55,0.078,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Chennai,2,1611.3,805.65,58.3265264267852,26.8,54,0.18305,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Coimbatore,1,955.2,955.2,85.8090323625531,32.8,57,0.111,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Delhi,1,705.9,705.9,71.2676125394478,25.3,55,0.1172,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Durgapur,2,1751.9,875.95,69.0637146358025,28.6,48.5,0.0495,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Faridabad,1,778.3,778.3,70.6114758898276,26.3,50,0.0624,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Ghaziabad,1,913.3,913.3,82.6679042635763,28.3,47,0.0466,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Guntur,1,551.2,551.2,85.670837690008,17.3,55,0.3612,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
